Area,Age,Sex,Usual Residents,BirthCountry,BirthRegion
North West,Age 10 to 15,Females,87,Sri Lanka,Middle East and Asia
North West,Age 16 to 19,Females,79,Sri Lanka,Middle East and Asia
North West,Age 20 to 24,Females,114,Sri Lanka,Middle East and Asia
North West,Age 25 to 29,Females,173,Sri Lanka,Middle East and Asia
North West,Age 30 to 34,Females,222,Sri Lanka,Middle East and Asia
North West,Age 35 to 39,Females,194,Sri Lanka,Middle East and Asia
North West,Age 40 to 44,Females,157,Sri Lanka,Middle East and Asia
North West,Age 45 to 49,Females,119,Sri Lanka,Middle East and Asia
North West,Age 50 to 54,Females,68,Sri Lanka,Middle East and Asia
North West,Age 55 to 59,Females,62,Sri Lanka,Middle East and Asia
North West,Age 60 to 64,Females,68,Sri Lanka,Middle East and Asia
North West,Age 65 to 69,Females,42,Sri Lanka,Middle East and Asia
North West,Age 70 to 74,Females,43,Sri Lanka,Middle East and Asia
North West,Age 75 to 79,Females,23,Sri Lanka,Middle East and Asia
North West,Age 80 or over,Females,18,Sri Lanka,Middle East and Asia
North West,Age 0 to 4,Males,30,Sri Lanka,Middle East and Asia
North West,Age 5 to 9,Males,59,Sri Lanka,Middle East and Asia
North West,Age 10 to 15,Males,93,Sri Lanka,Middle East and Asia
North West,Age 16 to 19,Males,89,Sri Lanka,Middle East and Asia
North West,Age 20 to 24,Males,174,Sri Lanka,Middle East and Asia
North West,Age 25 to 29,Males,178,Sri Lanka,Middle East and Asia
North West,Age 30 to 34,Males,262,Sri Lanka,Middle East and Asia
North West,Age 35 to 39,Males,281,Sri Lanka,Middle East and Asia
North West,Age 40 to 44,Males,217,Sri Lanka,Middle East and Asia
North West,Age 45 to 49,Males,150,Sri Lanka,Middle East and Asia
North West,Age 50 to 54,Males,71,Sri Lanka,Middle East and Asia
North West,Age 55 to 59,Males,73,Sri Lanka,Middle East and Asia
North West,Age 60 to 64,Males,69,Sri Lanka,Middle East and Asia
North West,Age 65 to 69,Males,67,Sri Lanka,Middle East and Asia
North West,Age 70 to 74,Males,45,Sri Lanka,Middle East and Asia
North West,Age 75 to 79,Males,21,Sri Lanka,Middle East and Asia
North West,Age 80 or over,Males,16,Sri Lanka,Middle East and Asia
North West,Age 0 to 4,Females,0,Other,Other
North West,Age 5 to 9,Females,0,Other,Other
North West,Age 10 to 15,Females,0,Other,Other
North West,Age 16 to 19,Females,0,Other,Other
North West,Age 20 to 24,Females,0,Other,Other
North West,Age 25 to 29,Females,0,Other,Other
North West,Age 30 to 34,Females,0,Other,Other
North West,Age 35 to 39,Females,0,Other,Other
North West,Age 40 to 44,Females,0,Other,Other
North West,Age 45 to 49,Females,1,Other,Other
North West,Age 50 to 54,Females,0,Other,Other
North West,Age 55 to 59,Females,0,Other,Other
North West,Age 60 to 64,Females,1,Other,Other
North West,Age 65 to 69,Females,2,Other,Other
North West,Age 70 to 74,Females,1,Other,Other
North West,Age 75 to 79,Females,0,Other,Other
North West,Age 80 or over,Females,0,Other,Other
North West,Age 0 to 4,Males,0,Other,Other
North West,Age 5 to 9,Males,0,Other,Other
North West,Age 10 to 15,Males,0,Other,Other
North West,Age 16 to 19,Males,0,Other,Other
North West,Age 20 to 24,Males,0,Other,Other
North West,Age 25 to 29,Males,0,Other,Other
North West,Age 30 to 34,Males,0,Other,Other
North West,Age 35 to 39,Males,0,Other,Other
North West,Age 40 to 44,Males,0,Other,Other
North West,Age 45 to 49,Males,0,Other,Other
North West,Age 50 to 54,Males,0,Other,Other
North West,Age 55 to 59,Males,1,Other,Other
North West,Age 60 to 64,Males,0,Other,Other
North West,Age 65 to 69,Males,1,Other,Other
North West,Age 70 to 74,Males,0,Other,Other
North West,Age 75 to 79,Males,0,Other,Other
North West,Age 80 or over,Males,0,Other,Other
North West,Age 0 to 4,Females,181,Other Africa,Africa
North West,Age 5 to 9,Females,400,Other Africa,Africa
North West,Age 10 to 15,Females,870,Other Africa,Africa
North West,Age 16 to 19,Females,712,Other Africa,Africa
North West,Age 20 to 24,Females,1156,Other Africa,Africa
North West,Age 25 to 29,Females,1562,Other Africa,Africa
North West,Age 30 to 34,Females,2044,Other Africa,Africa
North West,Age 35 to 39,Females,1891,Other Africa,Africa
North West,Age 40 to 44,Females,1443,Other Africa,Africa
North West,Age 45 to 49,Females,1210,Other Africa,Africa
North West,Age 50 to 54,Females,963,Other Africa,Africa
North West,Age 55 to 59,Females,741,Other Africa,Africa
North West,Age 60 to 64,Females,467,Other Africa,Africa
North West,Age 65 to 69,Females,261,Other Africa,Africa
North West,Age 70 to 74,Females,183,Other Africa,Africa
North West,Age 75 to 79,Females,107,Other Africa,Africa
North West,Age 80 or over,Females,168,Other Africa,Africa
North West,Age 0 to 4,Males,167,Other Africa,Africa
North West,Age 5 to 9,Males,431,Other Africa,Africa
North West,Age 10 to 15,Males,978,Other Africa,Africa
North West,Age 16 to 19,Males,726,Other Africa,Africa
North West,Age 20 to 24,Males,1068,Other Africa,Africa
North West,Age 25 to 29,Males,1469,Other Africa,Africa
North West,Age 30 to 34,Males,2202,Other Africa,Africa
North West,Age 35 to 39,Males,2204,Other Africa,Africa
North West,Age 40 to 44,Males,1955,Other Africa,Africa
North West,Age 45 to 49,Males,1519,Other Africa,Africa
North West,Age 50 to 54,Males,1209,Other Africa,Africa
North West,Age 55 to 59,Males,929,Other Africa,Africa
North West,Age 60 to 64,Males,667,Other Africa,Africa
North West,Age 65 to 69,Males,336,Other Africa,Africa
North West,Age 70 to 74,Males,197,Other Africa,Africa
North West,Age 75 to 79,Males,116,Other Africa,Africa
North West,Age 80 or over,Males,100,Other Africa,Africa
North West,Age 0 to 4,Females,3,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 5 to 9,Females,2,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 10 to 15,Females,7,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 16 to 19,Females,16,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 20 to 24,Females,15,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 25 to 29,Females,30,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 30 to 34,Females,26,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 35 to 39,Females,29,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 40 to 44,Females,28,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 45 to 49,Females,11,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 50 to 54,Females,12,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 55 to 59,Females,16,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 60 to 64,Females,15,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 65 to 69,Females,7,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 70 to 74,Females,6,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 75 to 79,Females,4,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 80 or over,Females,2,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 0 to 4,Males,7,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 5 to 9,Males,7,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 10 to 15,Males,9,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 16 to 19,Males,10,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 20 to 24,Males,16,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 25 to 29,Males,36,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 30 to 34,Males,53,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 35 to 39,Males,35,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 40 to 44,Males,29,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 45 to 49,Males,12,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 50 to 54,Males,10,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 55 to 59,Males,4,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 60 to 64,Males,2,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 65 to 69,Males,15,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 70 to 74,Males,6,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 75 to 79,Males,3,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 80 or over,Males,0,Other Antarctica and Oceania,Antarctica and Oceania
North West,Age 0 to 4,Females,450,Other Europe,Europe
North West,Age 5 to 9,Females,749,Other Europe,Europe
North West,Age 10 to 15,Females,1027,Other Europe,Europe
North West,Age 16 to 19,Females,963,Other Europe,Europe
North West,Age 20 to 24,Females,2293,Other Europe,Europe
North West,Age 25 to 29,Females,2765,Other Europe,Europe
North West,Age 30 to 34,Females,2302,Other Europe,Europe
North West,Age 35 to 39,Females,1585,Other Europe,Europe
North West,Age 40 to 44,Females,1208,Other Europe,Europe
North West,Age 45 to 49,Females,998,Other Europe,Europe
North West,Age 50 to 54,Females,850,Other Europe,Europe
North West,Age 55 to 59,Females,702,Other Europe,Europe
North West,Age 60 to 64,Females,799,Other Europe,Europe
North West,Age 65 to 69,Females,532,Other Europe,Europe
North West,Age 70 to 74,Females,512,Other Europe,Europe
North West,Age 75 to 79,Females,590,Other Europe,Europe
North West,Age 80 or over,Females,1441,Other Europe,Europe
North West,Age 0 to 4,Males,403,Other Europe,Europe
North West,Age 5 to 9,Males,726,Other Europe,Europe
North West,Age 10 to 15,Males,1064,Other Europe,Europe
North West,Age 16 to 19,Males,884,Other Europe,Europe
North West,Age 20 to 24,Males,2170,Other Europe,Europe
North West,Age 25 to 29,Males,2454,Other Europe,Europe
North West,Age 30 to 34,Males,2244,Other Europe,Europe
North West,Age 35 to 39,Males,1361,Other Europe,Europe
North West,Age 40 to 44,Males,1140,Other Europe,Europe
North West,Age 45 to 49,Males,889,Other Europe,Europe
North West,Age 50 to 54,Males,792,Other Europe,Europe
North West,Age 55 to 59,Males,615,Other Europe,Europe
North West,Age 60 to 64,Males,591,Other Europe,Europe
North West,Age 65 to 69,Males,468,Other Europe,Europe
North West,Age 70 to 74,Males,355,Other Europe,Europe
North West,Age 75 to 79,Males,251,Other Europe,Europe
North West,Age 80 or over,Males,838,Other Europe,Europe
North West,Age 0 to 4,Females,546,Other Middle East and Asia,Middle East and Asia
North West,Age 5 to 9,Females,755,Other Middle East and Asia,Middle East and Asia
North West,Age 10 to 15,Females,998,Other Middle East and Asia,Middle East and Asia
North West,Age 16 to 19,Females,933,Other Middle East and Asia,Middle East and Asia
North West,Age 20 to 24,Females,1623,Other Middle East and Asia,Middle East and Asia
North West,Age 25 to 29,Females,2011,Other Middle East and Asia,Middle East and Asia
North West,Age 30 to 34,Females,1956,Other Middle East and Asia,Middle East and Asia
North West,Age 35 to 39,Females,1670,Other Middle East and Asia,Middle East and Asia
North West,Age 40 to 44,Females,1473,Other Middle East and Asia,Middle East and Asia
North West,Age 45 to 49,Females,1187,Other Middle East and Asia,Middle East and Asia
North West,Age 50 to 54,Females,850,Other Middle East and Asia,Middle East and Asia
North West,Age 55 to 59,Females,533,Other Middle East and Asia,Middle East and Asia
North West,Age 60 to 64,Females,390,Other Middle East and Asia,Middle East and Asia
North West,Age 65 to 69,Females,176,Other Middle East and Asia,Middle East and Asia
North West,Age 70 to 74,Females,172,Other Middle East and Asia,Middle East and Asia
North West,Age 75 to 79,Females,132,Other Middle East and Asia,Middle East and Asia
North West,Age 80 or over,Females,167,Other Middle East and Asia,Middle East and Asia
North West,Age 0 to 4,Males,507,Other Middle East and Asia,Middle East and Asia
North West,Age 5 to 9,Males,784,Other Middle East and Asia,Middle East and Asia
North West,Age 10 to 15,Males,1093,Other Middle East and Asia,Middle East and Asia
North West,Age 16 to 19,Males,982,Other Middle East and Asia,Middle East and Asia
North West,Age 20 to 24,Males,2191,Other Middle East and Asia,Middle East and Asia
North West,Age 25 to 29,Males,1992,Other Middle East and Asia,Middle East and Asia
North West,Age 30 to 34,Males,1928,Other Middle East and Asia,Middle East and Asia
North West,Age 35 to 39,Males,1462,Other Middle East and Asia,Middle East and Asia
North West,Age 40 to 44,Males,1139,Other Middle East and Asia,Middle East and Asia
North West,Age 45 to 49,Males,980,Other Middle East and Asia,Middle East and Asia
North West,Age 50 to 54,Males,798,Other Middle East and Asia,Middle East and Asia
North West,Age 55 to 59,Males,514,Other Middle East and Asia,Middle East and Asia
North West,Age 60 to 64,Males,326,Other Middle East and Asia,Middle East and Asia
North West,Age 65 to 69,Males,189,Other Middle East and Asia,Middle East and Asia
North West,Age 70 to 74,Males,186,Other Middle East and Asia,Middle East and Asia
North West,Age 75 to 79,Males,130,Other Middle East and Asia,Middle East and Asia
North West,Age 80 or over,Males,140,Other Middle East and Asia,Middle East and Asia
North West,Age 0 to 4,Females,39,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 5 to 9,Females,97,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 10 to 15,Females,189,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 16 to 19,Females,163,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 20 to 24,Females,311,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 25 to 29,Females,423,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 30 to 34,Females,466,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 35 to 39,Females,490,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 40 to 44,Females,356,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 45 to 49,Females,306,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 50 to 54,Females,416,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 55 to 59,Females,384,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 60 to 64,Females,296,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 65 to 69,Females,280,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 70 to 74,Females,286,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 75 to 79,Females,207,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 80 or over,Females,203,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 0 to 4,Males,46,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 5 to 9,Males,74,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 10 to 15,Males,164,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 16 to 19,Males,161,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 20 to 24,Males,298,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 25 to 29,Males,479,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 30 to 34,Males,520,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 35 to 39,Males,360,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 40 to 44,Males,288,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 45 to 49,Males,253,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 50 to 54,Males,348,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 55 to 59,Males,319,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 60 to 64,Males,238,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 65 to 69,Males,227,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 70 to 74,Males,258,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 75 to 79,Males,250,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 80 or over,Males,260,Other The Americas and the Caribbean,The Americas and the Caribbean
North West,Age 0 to 4,Females,14,Brazil,The Americas and the Caribbean
North West,Age 5 to 9,Females,22,Brazil,The Americas and the Caribbean
North West,Age 10 to 15,Females,46,Brazil,The Americas and the Caribbean
North West,Age 16 to 19,Females,31,Brazil,The Americas and the Caribbean
North West,Age 20 to 24,Females,61,Brazil,The Americas and the Caribbean
North West,Age 25 to 29,Females,122,Brazil,The Americas and the Caribbean
North West,Age 30 to 34,Females,130,Brazil,The Americas and the Caribbean
North West,Age 35 to 39,Females,132,Brazil,The Americas and the Caribbean
North West,Age 40 to 44,Females,85,Brazil,The Americas and the Caribbean
North West,Age 45 to 49,Females,65,Brazil,The Americas and the Caribbean
North West,Age 50 to 54,Females,66,Brazil,The Americas and the Caribbean
North West,Age 55 to 59,Females,24,Brazil,The Americas and the Caribbean
North West,Age 60 to 64,Females,23,Brazil,The Americas and the Caribbean
North West,Age 65 to 69,Females,10,Brazil,The Americas and the Caribbean
North West,Age 70 to 74,Females,7,Brazil,The Americas and the Caribbean
North West,Age 75 to 79,Females,4,Brazil,The Americas and the Caribbean
North West,Age 80 or over,Females,13,Brazil,The Americas and the Caribbean
North West,Age 0 to 4,Males,10,Brazil,The Americas and the Caribbean
North West,Age 5 to 9,Males,29,Brazil,The Americas and the Caribbean
North West,Age 10 to 15,Males,38,Brazil,The Americas and the Caribbean
North West,Age 16 to 19,Males,25,Brazil,The Americas and the Caribbean
North West,Age 20 to 24,Males,49,Brazil,The Americas and the Caribbean
North West,Age 25 to 29,Males,99,Brazil,The Americas and the Caribbean
North West,Age 30 to 34,Males,135,Brazil,The Americas and the Caribbean
North West,Age 35 to 39,Males,74,Brazil,The Americas and the Caribbean
North West,Age 40 to 44,Males,48,Brazil,The Americas and the Caribbean
North West,Age 45 to 49,Males,39,Brazil,The Americas and the Caribbean
North West,Age 50 to 54,Males,31,Brazil,The Americas and the Caribbean
North West,Age 55 to 59,Males,22,Brazil,The Americas and the Caribbean
North West,Age 60 to 64,Males,2,Brazil,The Americas and the Caribbean
North West,Age 65 to 69,Males,7,Brazil,The Americas and the Caribbean
North West,Age 70 to 74,Males,4,Brazil,The Americas and the Caribbean
North West,Age 75 to 79,Males,3,Brazil,The Americas and the Caribbean
North West,Age 80 or over,Males,3,Brazil,The Americas and the Caribbean
North West,Age 0 to 4,Females,25,Canada,The Americas and the Caribbean
North West,Age 5 to 9,Females,59,Canada,The Americas and the Caribbean
North West,Age 10 to 15,Females,76,Canada,The Americas and the Caribbean
North West,Age 16 to 19,Females,114,Canada,The Americas and the Caribbean
North West,Age 20 to 24,Females,224,Canada,The Americas and the Caribbean
North West,Age 25 to 29,Females,305,Canada,The Americas and the Caribbean
North West,Age 30 to 34,Females,289,Canada,The Americas and the Caribbean
North West,Age 35 to 39,Females,251,Canada,The Americas and the Caribbean
North West,Age 40 to 44,Females,293,Canada,The Americas and the Caribbean
North West,Age 45 to 49,Females,207,Canada,The Americas and the Caribbean
North West,Age 50 to 54,Females,269,Canada,The Americas and the Caribbean
North West,Age 55 to 59,Females,179,Canada,The Americas and the Caribbean
North West,Age 60 to 64,Females,162,Canada,The Americas and the Caribbean
North West,Age 65 to 69,Females,75,Canada,The Americas and the Caribbean
North West,Age 70 to 74,Females,37,Canada,The Americas and the Caribbean
North West,Age 75 to 79,Females,106,Canada,The Americas and the Caribbean
North West,Age 80 or over,Females,288,Canada,The Americas and the Caribbean
North West,Age 0 to 4,Males,28,Canada,The Americas and the Caribbean
North West,Age 5 to 9,Males,52,Canada,The Americas and the Caribbean
North West,Age 10 to 15,Males,87,Canada,The Americas and the Caribbean
North West,Age 16 to 19,Males,109,Canada,The Americas and the Caribbean
North West,Age 20 to 24,Males,191,Canada,The Americas and the Caribbean
North West,Age 25 to 29,Males,205,Canada,The Americas and the Caribbean
North West,Age 30 to 34,Males,214,Canada,The Americas and the Caribbean
North West,Age 35 to 39,Males,194,Canada,The Americas and the Caribbean
North West,Age 40 to 44,Males,239,Canada,The Americas and the Caribbean
North West,Age 45 to 49,Males,172,Canada,The Americas and the Caribbean
North West,Age 50 to 54,Males,209,Canada,The Americas and the Caribbean
North West,Age 55 to 59,Males,123,Canada,The Americas and the Caribbean
North West,Age 60 to 64,Males,121,Canada,The Americas and the Caribbean
North West,Age 65 to 69,Males,46,Canada,The Americas and the Caribbean
North West,Age 70 to 74,Males,23,Canada,The Americas and the Caribbean
North West,Age 75 to 79,Males,77,Canada,The Americas and the Caribbean
North West,Age 80 or over,Males,171,Canada,The Americas and the Caribbean
North West,Age 0 to 4,Females,1,Jamaica,The Americas and the Caribbean
North West,Age 5 to 9,Females,12,Jamaica,The Americas and the Caribbean
North West,Age 10 to 15,Females,86,Jamaica,The Americas and the Caribbean
North West,Age 16 to 19,Females,66,Jamaica,The Americas and the Caribbean
North West,Age 20 to 24,Females,78,Jamaica,The Americas and the Caribbean
North West,Age 25 to 29,Females,146,Jamaica,The Americas and the Caribbean
North West,Age 30 to 34,Females,184,Jamaica,The Americas and the Caribbean
North West,Age 35 to 39,Females,189,Jamaica,The Americas and the Caribbean
North West,Age 40 to 44,Females,142,Jamaica,The Americas and the Caribbean
North West,Age 45 to 49,Females,201,Jamaica,The Americas and the Caribbean
North West,Age 50 to 54,Females,440,Jamaica,The Americas and the Caribbean
North West,Age 55 to 59,Females,381,Jamaica,The Americas and the Caribbean
North West,Age 60 to 64,Females,232,Jamaica,The Americas and the Caribbean
North West,Age 65 to 69,Females,294,Jamaica,The Americas and the Caribbean
North West,Age 70 to 74,Females,375,Jamaica,The Americas and the Caribbean
North West,Age 75 to 79,Females,334,Jamaica,The Americas and the Caribbean
North West,Age 80 or over,Females,292,Jamaica,The Americas and the Caribbean
North West,Age 0 to 4,Males,7,Jamaica,The Americas and the Caribbean
North West,Age 5 to 9,Males,10,Jamaica,The Americas and the Caribbean
North West,Age 10 to 15,Males,68,Jamaica,The Americas and the Caribbean
North West,Age 16 to 19,Males,114,Jamaica,The Americas and the Caribbean
North West,Age 20 to 24,Males,81,Jamaica,The Americas and the Caribbean
North West,Age 25 to 29,Males,113,Jamaica,The Americas and the Caribbean
North West,Age 30 to 34,Males,179,Jamaica,The Americas and the Caribbean
North West,Age 35 to 39,Males,215,Jamaica,The Americas and the Caribbean
North West,Age 40 to 44,Males,181,Jamaica,The Americas and the Caribbean
North West,Age 45 to 49,Males,187,Jamaica,The Americas and the Caribbean
North West,Age 50 to 54,Males,500,Jamaica,The Americas and the Caribbean
North West,Age 55 to 59,Males,418,Jamaica,The Americas and the Caribbean
North West,Age 60 to 64,Males,245,Jamaica,The Americas and the Caribbean
North West,Age 65 to 69,Males,254,Jamaica,The Americas and the Caribbean
North West,Age 70 to 74,Males,391,Jamaica,The Americas and the Caribbean
North West,Age 75 to 79,Males,354,Jamaica,The Americas and the Caribbean
North West,Age 80 or over,Males,336,Jamaica,The Americas and the Caribbean
North West,Age 0 to 4,Females,164,United States,The Americas and the Caribbean
North West,Age 5 to 9,Females,329,United States,The Americas and the Caribbean
North West,Age 10 to 15,Females,349,United States,The Americas and the Caribbean
North West,Age 16 to 19,Females,281,United States,The Americas and the Caribbean
North West,Age 20 to 24,Females,418,United States,The Americas and the Caribbean
North West,Age 25 to 29,Females,456,United States,The Americas and the Caribbean
North West,Age 30 to 34,Females,396,United States,The Americas and the Caribbean
North West,Age 35 to 39,Females,347,United States,The Americas and the Caribbean
North West,Age 40 to 44,Females,428,United States,The Americas and the Caribbean
North West,Age 45 to 49,Females,408,United States,The Americas and the Caribbean
North West,Age 50 to 54,Females,336,United States,The Americas and the Caribbean
North West,Age 55 to 59,Females,275,United States,The Americas and the Caribbean
North West,Age 60 to 64,Females,250,United States,The Americas and the Caribbean
North West,Age 65 to 69,Females,100,United States,The Americas and the Caribbean
North West,Age 70 to 74,Females,55,United States,The Americas and the Caribbean
North West,Age 75 to 79,Females,71,United States,The Americas and the Caribbean
North West,Age 80 or over,Females,186,United States,The Americas and the Caribbean
North West,Age 0 to 4,Males,170,United States,The Americas and the Caribbean
North West,Age 5 to 9,Males,313,United States,The Americas and the Caribbean
North West,Age 10 to 15,Males,403,United States,The Americas and the Caribbean
North West,Age 16 to 19,Males,270,United States,The Americas and the Caribbean
North West,Age 20 to 24,Males,386,United States,The Americas and the Caribbean
North West,Age 25 to 29,Males,324,United States,The Americas and the Caribbean
North West,Age 30 to 34,Males,266,United States,The Americas and the Caribbean
North West,Age 35 to 39,Males,271,United States,The Americas and the Caribbean
North West,Age 40 to 44,Males,377,United States,The Americas and the Caribbean
North West,Age 45 to 49,Males,336,United States,The Americas and the Caribbean
North West,Age 50 to 54,Males,288,United States,The Americas and the Caribbean
North West,Age 55 to 59,Males,214,United States,The Americas and the Caribbean
North West,Age 60 to 64,Males,194,United States,The Americas and the Caribbean
North West,Age 65 to 69,Males,80,United States,The Americas and the Caribbean
North West,Age 70 to 74,Males,65,United States,The Americas and the Caribbean
North West,Age 75 to 79,Males,81,United States,The Americas and the Caribbean
North West,Age 80 or over,Males,141,United States,The Americas and the Caribbean
Redbridge,Age 0 to 4,Females,2,Ghana,Africa
Redbridge,Age 5 to 9,Females,8,Ghana,Africa
Redbridge,Age 10 to 15,Females,10,Ghana,Africa
Redbridge,Age 16 to 19,Females,10,Ghana,Africa
Redbridge,Age 20 to 24,Females,27,Ghana,Africa
Redbridge,Age 25 to 29,Females,52,Ghana,Africa
Redbridge,Age 30 to 34,Females,78,Ghana,Africa
Redbridge,Age 35 to 39,Females,65,Ghana,Africa
Redbridge,Age 40 to 44,Females,64,Ghana,Africa
Redbridge,Age 45 to 49,Females,78,Ghana,Africa
Redbridge,Age 50 to 54,Females,68,Ghana,Africa
Redbridge,Age 55 to 59,Females,56,Ghana,Africa
Redbridge,Age 60 to 64,Females,37,Ghana,Africa
Redbridge,Age 65 to 69,Females,19,Ghana,Africa
Redbridge,Age 70 to 74,Females,21,Ghana,Africa
Redbridge,Age 75 to 79,Females,6,Ghana,Africa
Redbridge,Age 80 or over,Females,6,Ghana,Africa
Redbridge,Age 0 to 4,Males,3,Ghana,Africa
Redbridge,Age 5 to 9,Males,7,Ghana,Africa
Redbridge,Age 10 to 15,Males,11,Ghana,Africa
Redbridge,Age 16 to 19,Males,11,Ghana,Africa
Redbridge,Age 20 to 24,Males,16,Ghana,Africa
Redbridge,Age 25 to 29,Males,35,Ghana,Africa
Redbridge,Age 30 to 34,Males,40,Ghana,Africa
Redbridge,Age 35 to 39,Males,63,Ghana,Africa
Redbridge,Age 40 to 44,Males,82,Ghana,Africa
Redbridge,Age 45 to 49,Males,69,Ghana,Africa
Redbridge,Age 50 to 54,Males,58,Ghana,Africa
Redbridge,Age 55 to 59,Males,42,Ghana,Africa
Redbridge,Age 60 to 64,Males,46,Ghana,Africa
Redbridge,Age 65 to 69,Males,36,Ghana,Africa
Redbridge,Age 70 to 74,Males,9,Ghana,Africa
Redbridge,Age 75 to 79,Males,10,Ghana,Africa
Redbridge,Age 80 or over,Males,7,Ghana,Africa
Redbridge,Age 0 to 4,Females,2,Kenya,Africa
Redbridge,Age 5 to 9,Females,5,Kenya,Africa
Redbridge,Age 10 to 15,Females,40,Kenya,Africa
Redbridge,Age 16 to 19,Females,48,Kenya,Africa
Redbridge,Age 20 to 24,Females,52,Kenya,Africa
Redbridge,Age 25 to 29,Females,63,Kenya,Africa
Redbridge,Age 30 to 34,Females,72,Kenya,Africa
Redbridge,Age 35 to 39,Females,106,Kenya,Africa
Redbridge,Age 40 to 44,Females,162,Kenya,Africa
Redbridge,Age 45 to 49,Females,253,Kenya,Africa
Redbridge,Age 50 to 54,Females,378,Kenya,Africa
Redbridge,Age 55 to 59,Females,339,Kenya,Africa
Redbridge,Age 60 to 64,Females,198,Kenya,Africa
Redbridge,Age 65 to 69,Females,105,Kenya,Africa
Redbridge,Age 70 to 74,Females,71,Kenya,Africa
Redbridge,Age 75 to 79,Females,39,Kenya,Africa
Redbridge,Age 80 or over,Females,26,Kenya,Africa
Redbridge,Age 0 to 4,Males,5,Kenya,Africa
Redbridge,Age 5 to 9,Males,10,Kenya,Africa
Redbridge,Age 10 to 15,Males,50,Kenya,Africa
