Area,Age,Sex,Usual Residents,BirthCountry,BirthRegion
Camden,Age 50 to 54,Females,11,Netherlands,Europe
Camden,Age 55 to 59,Females,11,Netherlands,Europe
Camden,Age 60 to 64,Females,18,Netherlands,Europe
Camden,Age 65 to 69,Females,11,Netherlands,Europe
Camden,Age 70 to 74,Females,7,Netherlands,Europe
Camden,Age 75 to 79,Females,7,Netherlands,Europe
Camden,Age 80 or over,Females,11,Netherlands,Europe
Camden,Age 0 to 4,Males,12,Netherlands,Europe
Camden,Age 5 to 9,Males,12,Netherlands,Europe
Camden,Age 10 to 15,Males,17,Netherlands,Europe
Camden,Age 16 to 19,Males,21,Netherlands,Europe
Camden,Age 20 to 24,Males,31,Netherlands,Europe
Camden,Age 25 to 29,Males,47,Netherlands,Europe
Camden,Age 30 to 34,Males,40,Netherlands,Europe
Camden,Age 35 to 39,Males,53,Netherlands,Europe
Camden,Age 40 to 44,Males,32,Netherlands,Europe
Camden,Age 45 to 49,Males,30,Netherlands,Europe
Camden,Age 50 to 54,Males,18,Netherlands,Europe
Camden,Age 55 to 59,Males,6,Netherlands,Europe
Camden,Age 60 to 64,Males,8,Netherlands,Europe
Camden,Age 65 to 69,Males,5,Netherlands,Europe
Camden,Age 70 to 74,Males,3,Netherlands,Europe
Camden,Age 75 to 79,Males,2,Netherlands,Europe
Camden,Age 80 or over,Males,4,Netherlands,Europe
Camden,Age 0 to 4,Females,9,Poland,Europe
Camden,Age 5 to 9,Females,92,Poland,Europe
Camden,Age 10 to 15,Females,12,Poland,Europe
Camden,Age 16 to 19,Females,20,Poland,Europe
Camden,Age 20 to 24,Females,175,Poland,Europe
Camden,Age 25 to 29,Females,261,Poland,Europe
Camden,Age 30 to 34,Females,273,Poland,Europe
Camden,Age 35 to 39,Females,229,Poland,Europe
Camden,Age 40 to 44,Females,61,Poland,Europe
Camden,Age 45 to 49,Females,33,Poland,Europe
Camden,Age 50 to 54,Females,43,Poland,Europe
Camden,Age 55 to 59,Females,58,Poland,Europe
Camden,Age 60 to 64,Females,51,Poland,Europe
Camden,Age 65 to 69,Females,29,Poland,Europe
Camden,Age 70 to 74,Females,27,Poland,Europe
Camden,Age 75 to 79,Females,20,Poland,Europe
Camden,Age 80 or over,Females,51,Poland,Europe
Camden,Age 0 to 4,Males,9,Poland,Europe
Camden,Age 5 to 9,Males,92,Poland,Europe
Camden,Age 10 to 15,Males,16,Poland,Europe
Camden,Age 16 to 19,Males,20,Poland,Europe
Camden,Age 20 to 24,Males,127,Poland,Europe
Camden,Age 25 to 29,Males,158,Poland,Europe
Camden,Age 30 to 34,Males,181,Poland,Europe
Camden,Age 35 to 39,Males,62,Poland,Europe
Camden,Age 40 to 44,Males,41,Poland,Europe
Camden,Age 45 to 49,Males,21,Poland,Europe
Camden,Age 50 to 54,Males,33,Poland,Europe
Camden,Age 55 to 59,Males,18,Poland,Europe
Camden,Age 60 to 64,Males,11,Poland,Europe
Camden,Age 65 to 69,Males,7,Poland,Europe
Camden,Age 70 to 74,Males,5,Poland,Europe
Camden,Age 75 to 79,Males,9,Poland,Europe
Camden,Age 80 or over,Males,31,Poland,Europe
Camden,Age 0 to 4,Females,0,Portugal,Europe
Camden,Age 5 to 9,Females,5,Portugal,Europe
Camden,Age 10 to 15,Females,10,Portugal,Europe
Camden,Age 16 to 19,Females,17,Portugal,Europe
Camden,Age 20 to 24,Females,41,Portugal,Europe
Camden,Age 25 to 29,Females,69,Portugal,Europe
Camden,Age 30 to 34,Females,69,Portugal,Europe
Camden,Age 35 to 39,Females,64,Portugal,Europe
Camden,Age 40 to 44,Females,82,Portugal,Europe
Camden,Age 45 to 49,Females,55,Portugal,Europe
Camden,Age 50 to 54,Females,57,Portugal,Europe
Camden,Age 55 to 59,Females,45,Portugal,Europe
Camden,Age 60 to 64,Females,38,Portugal,Europe
Camden,Age 65 to 69,Females,29,Portugal,Europe
Camden,Age 70 to 74,Females,18,Portugal,Europe
Camden,Age 75 to 79,Females,15,Portugal,Europe
Camden,Age 80 or over,Females,15,Portugal,Europe
Camden,Age 0 to 4,Males,4,Portugal,Europe
Camden,Age 5 to 9,Males,4,Portugal,Europe
Camden,Age 10 to 15,Males,23,Portugal,Europe
Camden,Age 16 to 19,Males,18,Portugal,Europe
Camden,Age 20 to 24,Males,34,Portugal,Europe
Camden,Age 25 to 29,Males,63,Portugal,Europe
Camden,Age 30 to 34,Males,83,Portugal,Europe
Camden,Age 35 to 39,Males,57,Portugal,Europe
Camden,Age 40 to 44,Males,50,Portugal,Europe
Camden,Age 45 to 49,Males,41,Portugal,Europe
Camden,Age 50 to 54,Males,27,Portugal,Europe
Camden,Age 55 to 59,Males,34,Portugal,Europe
Camden,Age 60 to 64,Males,26,Portugal,Europe
Camden,Age 65 to 69,Males,20,Portugal,Europe
Camden,Age 70 to 74,Males,11,Portugal,Europe
Camden,Age 75 to 79,Males,6,Portugal,Europe
Camden,Age 80 or over,Males,3,Portugal,Europe
Camden,Age 0 to 4,Females,3,Romania,Europe
Camden,Age 5 to 9,Females,1,Romania,Europe
Camden,Age 10 to 15,Females,1,Romania,Europe
Camden,Age 16 to 19,Females,18,Romania,Europe
Camden,Age 20 to 24,Females,60,Romania,Europe
Camden,Age 25 to 29,Females,53,Romania,Europe
Camden,Age 30 to 34,Females,58,Romania,Europe
Camden,Age 35 to 39,Females,29,Romania,Europe
Camden,Age 40 to 44,Females,12,Romania,Europe
Camden,Age 45 to 49,Females,5,Romania,Europe
Camden,Age 50 to 54,Females,5,Romania,Europe
Camden,Age 55 to 59,Females,4,Romania,Europe
Camden,Age 60 to 64,Females,7,Romania,Europe
Camden,Age 65 to 69,Females,7,Romania,Europe
Camden,Age 70 to 74,Females,1,Romania,Europe
Camden,Age 75 to 79,Females,4,Romania,Europe
Camden,Age 80 or over,Females,8,Romania,Europe
Camden,Age 0 to 4,Males,2,Romania,Europe
Camden,Age 5 to 9,Males,0,Romania,Europe
Camden,Age 10 to 15,Males,1,Romania,Europe
Camden,Age 16 to 19,Males,10,Romania,Europe
Camden,Age 20 to 24,Males,19,Romania,Europe
Camden,Age 25 to 29,Males,26,Romania,Europe
Camden,Age 30 to 34,Males,31,Romania,Europe
Camden,Age 35 to 39,Males,15,Romania,Europe
Camden,Age 40 to 44,Males,8,Romania,Europe
Camden,Age 45 to 49,Males,0,Romania,Europe
Camden,Age 50 to 54,Males,3,Romania,Europe
Camden,Age 55 to 59,Males,4,Romania,Europe
Camden,Age 60 to 64,Males,4,Romania,Europe
Camden,Age 65 to 69,Males,0,Romania,Europe
Camden,Age 70 to 74,Males,2,Romania,Europe
Camden,Age 75 to 79,Males,1,Romania,Europe
Camden,Age 80 or over,Males,3,Romania,Europe
Camden,Age 0 to 4,Females,9,Russia,Europe
Camden,Age 5 to 9,Females,12,Russia,Europe
Camden,Age 10 to 15,Females,8,Russia,Europe
Camden,Age 16 to 19,Females,49,Russia,Europe
Camden,Age 20 to 24,Females,131,Russia,Europe
Camden,Age 25 to 29,Females,98,Russia,Europe
Camden,Age 30 to 34,Females,106,Russia,Europe
Camden,Age 35 to 39,Females,83,Russia,Europe
Camden,Age 40 to 44,Females,59,Russia,Europe
Camden,Age 45 to 49,Females,35,Russia,Europe
Camden,Age 50 to 54,Females,32,Russia,Europe
Camden,Age 55 to 59,Females,21,Russia,Europe
Camden,Age 60 to 64,Females,11,Russia,Europe
Camden,Age 65 to 69,Females,5,Russia,Europe
Camden,Age 70 to 74,Females,5,Russia,Europe
Camden,Age 75 to 79,Females,2,Russia,Europe
Camden,Age 80 or over,Females,14,Russia,Europe
Camden,Age 0 to 4,Males,6,Russia,Europe
Camden,Age 5 to 9,Males,13,Russia,Europe
Camden,Age 10 to 15,Males,11,Russia,Europe
Camden,Age 16 to 19,Males,27,Russia,Europe
Camden,Age 20 to 24,Males,56,Russia,Europe
Camden,Age 25 to 29,Males,65,Russia,Europe
Camden,Age 30 to 34,Males,59,Russia,Europe
Camden,Age 35 to 39,Males,46,Russia,Europe
Camden,Age 40 to 44,Males,35,Russia,Europe
Camden,Age 45 to 49,Males,21,Russia,Europe
Camden,Age 50 to 54,Males,17,Russia,Europe
Camden,Age 55 to 59,Males,10,Russia,Europe
Camden,Age 60 to 64,Males,7,Russia,Europe
Camden,Age 65 to 69,Males,3,Russia,Europe
Camden,Age 70 to 74,Males,1,Russia,Europe
Camden,Age 75 to 79,Males,4,Russia,Europe
Camden,Age 80 or over,Males,4,Russia,Europe
Camden,Age 0 to 4,Females,21,Spain (including Canary Islands),Europe
Camden,Age 5 to 9,Females,13,Spain (including Canary Islands),Europe
Camden,Age 10 to 15,Females,9,Spain (including Canary Islands),Europe
Camden,Age 16 to 19,Females,48,Spain (including Canary Islands),Europe
Camden,Age 20 to 24,Females,94,Spain (including Canary Islands),Europe
Camden,Age 25 to 29,Females,147,Spain (including Canary Islands),Europe
Camden,Age 30 to 34,Females,189,Spain (including Canary Islands),Europe
Camden,Age 35 to 39,Females,104,Spain (including Canary Islands),Europe
Camden,Age 40 to 44,Females,57,Spain (including Canary Islands),Europe
Camden,Age 45 to 49,Females,56,Spain (including Canary Islands),Europe
Camden,Age 50 to 54,Females,32,Spain (including Canary Islands),Europe
Camden,Age 55 to 59,Females,24,Spain (including Canary Islands),Europe
Camden,Age 60 to 64,Females,32,Spain (including Canary Islands),Europe
Camden,Age 65 to 69,Females,26,Spain (including Canary Islands),Europe
Camden,Age 70 to 74,Females,27,Spain (including Canary Islands),Europe
Camden,Age 75 to 79,Females,23,Spain (including Canary Islands),Europe
Camden,Age 80 or over,Females,41,Spain (including Canary Islands),Europe
Camden,Age 0 to 4,Males,22,Spain (including Canary Islands),Europe
Camden,Age 5 to 9,Males,7,Spain (including Canary Islands),Europe
Camden,Age 10 to 15,Males,6,Spain (including Canary Islands),Europe
Camden,Age 16 to 19,Males,27,Spain (including Canary Islands),Europe
Camden,Age 20 to 24,Males,93,Spain (including Canary Islands),Europe
Camden,Age 25 to 29,Males,139,Spain (including Canary Islands),Europe
Camden,Age 30 to 34,Males,125,Spain (including Canary Islands),Europe
Camden,Age 35 to 39,Males,107,Spain (including Canary Islands),Europe
Camden,Age 40 to 44,Males,68,Spain (including Canary Islands),Europe
Camden,Age 45 to 49,Males,36,Spain (including Canary Islands),Europe
Camden,Age 50 to 54,Males,18,Spain (including Canary Islands),Europe
Camden,Age 55 to 59,Males,21,Spain (including Canary Islands),Europe
Camden,Age 60 to 64,Males,28,Spain (including Canary Islands),Europe
Camden,Age 65 to 69,Males,30,Spain (including Canary Islands),Europe
Camden,Age 70 to 74,Males,19,Spain (including Canary Islands),Europe
Camden,Age 75 to 79,Males,14,Spain (including Canary Islands),Europe
Camden,Age 80 or over,Males,9,Spain (including Canary Islands),Europe
Camden,Age 0 to 4,Females,3,Turkey,Europe
Camden,Age 5 to 9,Females,2,Turkey,Europe
Camden,Age 10 to 15,Females,1,Turkey,Europe
Camden,Age 16 to 19,Females,11,Turkey,Europe
Camden,Age 20 to 24,Females,39,Turkey,Europe
Camden,Age 25 to 29,Females,53,Turkey,Europe
Camden,Age 30 to 34,Females,69,Turkey,Europe
Camden,Age 35 to 39,Females,63,Turkey,Europe
Camden,Age 40 to 44,Females,76,Turkey,Europe
Camden,Age 45 to 49,Females,45,Turkey,Europe
Camden,Age 50 to 54,Females,18,Turkey,Europe
Camden,Age 55 to 59,Females,16,Turkey,Europe
Camden,Age 60 to 64,Females,8,Turkey,Europe
Camden,Age 65 to 69,Females,7,Turkey,Europe
Camden,Age 70 to 74,Females,4,Turkey,Europe
Camden,Age 75 to 79,Females,4,Turkey,Europe
Camden,Age 80 or over,Females,6,Turkey,Europe
Camden,Age 0 to 4,Males,2,Turkey,Europe
Camden,Age 5 to 9,Males,2,Turkey,Europe
Camden,Age 10 to 15,Males,7,Turkey,Europe
Camden,Age 16 to 19,Males,4,Turkey,Europe
Camden,Age 20 to 24,Males,32,Turkey,Europe
Camden,Age 25 to 29,Males,38,Turkey,Europe
Camden,Age 30 to 34,Males,59,Turkey,Europe
Camden,Age 35 to 39,Males,53,Turkey,Europe
Camden,Age 40 to 44,Males,40,Turkey,Europe
Camden,Age 45 to 49,Males,33,Turkey,Europe
Camden,Age 50 to 54,Males,40,Turkey,Europe
Camden,Age 55 to 59,Males,17,Turkey,Europe
Camden,Age 60 to 64,Males,20,Turkey,Europe
Camden,Age 65 to 69,Males,12,Turkey,Europe
Camden,Age 70 to 74,Males,10,Turkey,Europe
Camden,Age 75 to 79,Males,2,Turkey,Europe
Camden,Age 80 or over,Males,3,Turkey,Europe
Camden,Age 0 to 4,Females,5855,United Kingdom,Europe
Camden,Age 5 to 9,Females,4661,United Kingdom,Europe
Camden,Age 10 to 15,Females,4683,United Kingdom,Europe
Camden,Age 16 to 19,Females,3889,United Kingdom,Europe
Camden,Age 20 to 24,Females,5946,United Kingdom,Europe
Camden,Age 25 to 29,Females,6437,United Kingdom,Europe
Camden,Age 30 to 34,Females,4739,United Kingdom,Europe
Camden,Age 35 to 39,Females,3570,United Kingdom,Europe
Camden,Age 40 to 44,Females,3481,United Kingdom,Europe
Camden,Age 45 to 49,Females,3359,United Kingdom,Europe
Camden,Age 50 to 54,Females,2732,United Kingdom,Europe
Camden,Age 55 to 59,Females,2346,United Kingdom,Europe
Camden,Age 60 to 64,Females,2546,United Kingdom,Europe
Camden,Age 65 to 69,Females,2064,United Kingdom,Europe
Camden,Age 70 to 74,Females,1605,United Kingdom,Europe
Camden,Age 75 to 79,Females,1348,United Kingdom,Europe
Camden,Age 80 or over,Females,2367,United Kingdom,Europe
Camden,Age 0 to 4,Males,6284,United Kingdom,Europe
Camden,Age 5 to 9,Males,4679,United Kingdom,Europe
Camden,Age 10 to 15,Males,4740,United Kingdom,Europe
Camden,Age 16 to 19,Males,3638,United Kingdom,Europe
Camden,Age 20 to 24,Males,5858,United Kingdom,Europe
Camden,Age 25 to 29,Males,6912,United Kingdom,Europe
Camden,Age 30 to 34,Males,5725,United Kingdom,Europe
Camden,Age 35 to 39,Males,4190,United Kingdom,Europe
Camden,Age 40 to 44,Males,4113,United Kingdom,Europe
Camden,Age 45 to 49,Males,3758,United Kingdom,Europe
Camden,Age 50 to 54,Males,3353,United Kingdom,Europe
Camden,Age 55 to 59,Males,2758,United Kingdom,Europe
Camden,Age 60 to 64,Males,2820,United Kingdom,Europe
Camden,Age 65 to 69,Males,2154,United Kingdom,Europe
Camden,Age 70 to 74,Males,1454,United Kingdom,Europe
Camden,Age 75 to 79,Males,1116,United Kingdom,Europe
Camden,Age 80 or over,Males,1515,United Kingdom,Europe
Camden,Age 0 to 4,Females,2,Afghanistan,Middle East and Asia
Camden,Age 5 to 9,Females,5,Afghanistan,Middle East and Asia
Camden,Age 10 to 15,Females,17,Afghanistan,Middle East and Asia
Camden,Age 16 to 19,Females,18,Afghanistan,Middle East and Asia
